id,name,cat_id,category,sub_cat_id,subcategory,four_letter,four_letter_total_voted,enneagram,enneagram_total_voted,socionics,socionics_total_voted,instinctual_variant,instinctual_variant_total_voted,tritype,tritype_total_voted,temperaments,temperaments_total_voted,attitudinal_psyche,attitudinal_psyche_total_voted,big_5_SLOAN,big_5_SLOAN_total_voted,classic_jungian,classic_jungian_total_voted,letter_1,letter_1_percentage,letter_2,letter_2_percentage,letter_3,letter_3_percentage,letter_4,letter_4_percentage
317350,Ryan Tubridy,1,Pop Culture,85,Hosts & Presenters,ISFJ,12,2w3,2,,0,,0,,0,,0,,0,,0,,0,I,0.67,S,0.75,F,0.67,J,0.75
389492,Wannasingh Prasertkul (สิงห์ วรรณสิงห์),1,Pop Culture,85,Hosts & Presenters,ESFP,13,5w4,9,,0,sp/so,3,531,1,,0,,0,,0,IN(T),1,E,0.62,S,0.62,F,0.62,P,0.62
402358,Miriana Trevisan,1,Pop Culture,85,Hosts & Presenters,ENFP,11,2w3,2,,0,sx/so,1,269,2,,0,FELV,1,,0,,0,E,0.73,N,0.64,F,1.0,P,1.0
422898,Giovanni Ciacci,1,Pop Culture,85,Hosts & Presenters,ESFP,11,,0,,0,,0,,0,,0,,0,,0,,0,E,1.0,S,1.0,F,0.64,P,0.64
442569,Assi Azar,1,Pop Culture,85,Hosts & Presenters,ENTP,11,6w7,3,ILE,1,,0,,0,,0,,0,,0,,0,E,1.0,N,0.91,T,0.73,P,0.91
15656,Teresa Guilherme,1,Pop Culture,85,Hosts & Presenters,ESFJ,10,,0,,0,,0,,0,,0,,0,,0,,0,E,1.0,S,1.0,F,1.0,J,1.0
20720,Dick Clark,1,Pop Culture,85,Hosts & Presenters,ENTJ,10,3w4,9,EIE,1,so/sp,1,386,1,,0,,0,,0,,0,E,0.9,N,1.0,T,0.8,J,0.9
38619,Michael Savage,1,Pop Culture,85,Hosts & Presenters,ENTJ,10,8w7,8,SLE,2,sx/so,2,863,2,Choleric [Dominant],2,,0,,0,,0,E,0.7,N,0.9,T,1.0,J,0.9
45267,Chris Harrison,1,Pop Culture,85,Hosts & Presenters,ESFJ,10,3w2,4,,0,,0,,0,,0,,0,,0,,0,E,1.0,S,0.9,F,0.9,J,1.0
75062,Hubert Urbański,1,Pop Culture,85,Hosts & Presenters,ENTP,13,3w2,3,,0,,0,,0,,0,,0,,0,,0,E,0.92,N,1.0,T,0.62,P,0.69
111075,Ali Plumb,1,Pop Culture,85,Hosts & Presenters,ENFP,11,5w4,7,,0,,0,528,1,,0,,0,,0,,0,E,1.0,N,1.0,F,0.82,P,1.0
130995,Dr. John Campbell,1,Pop Culture,85,Hosts & Presenters,ISTJ,13,6w5,6,LSI,2,sp/so,4,612,3,Melancholic-Phlegmatic,2,,0,RCOAI,2,,0,I,1.0,S,1.0,T,1.0,J,1.0
174349,Mike Bongiorno,1,Pop Culture,85,Hosts & Presenters,ESTJ,11,3w2,1,SLE,1,,0,,0,Choleric-Phlegmatic,2,,0,,0,,0,E,0.73,S,1.0,T,1.0,J,0.82
179898,Robin Quivers,1,Pop Culture,85,Hosts & Presenters,ENFJ,14,7w8,5,ESE,2,sx/so,1,782,1,,0,,0,,0,,0,E,1.0,N,0.43,F,0.93,J,0.86
237905,Patrícia Poeta,1,Pop Culture,85,Hosts & Presenters,ESFJ,11,9w1,3,,0,,0,,0,Melancholic [Dominant],2,,0,,0,,0,E,0.73,S,0.64,F,0.91,J,0.82
259595,Ilary Blasi,1,Pop Culture,85,Hosts & Presenters,ESFP,15,3w2,4,SEE,1,so/sx,2,378,1,Sanguine [Dominant],3,,0,,0,,0,E,1.0,S,0.93,F,0.67,P,0.93
382016,Robert Jensen,1,Pop Culture,85,Hosts & Presenters,ENTJ,10,7w8,6,,0,so/sx,3,783,3,,0,,0,SLOEI,2,,0,E,1.0,N,0.9,T,0.6,J,0.8
513939,Dariush Farziaee,1,Pop Culture,85,Hosts & Presenters,ENFP,28,7w6,9,LSI,2,sx/so,2,163,1,Melancholic-Choleric,2,LFVE,2,RCOAI,1,IS(T),2,E,0.79,N,0.75,F,0.82,P,0.75
20642,Joe Scarborough,1,Pop Culture,85,Hosts & Presenters,ENTJ,9,3w4,7,LIE,3,so/sp,2,368,2,,0,,0,,0,,0,E,1.0,N,1.0,T,1.0,J,0.67
34432,Samantha Brown,1,Pop Culture,85,Hosts & Presenters,ENFP,9,7w6,7,,0,,0,792,1,Sanguine-Phlegmatic,1,,0,,0,,0,E,1.0,N,1.0,F,1.0,P,0.67
52821,Davina McCall,1,Pop Culture,85,Hosts & Presenters,ENFP,13,7w6,6,,0,,0,729,1,,0,,0,,0,,0,E,1.0,N,0.92,F,1.0,P,0.62
60477,Stacey Dooley,1,Pop Culture,85,Hosts & Presenters,ENFJ,11,3w2,2,ESI,1,,0,,0,,0,,0,SLOAI,1,,0,E,0.91,N,0.73,F,1.0,J,0.91
60646,Mary Berry,1,Pop Culture,85,Hosts & Presenters,ISTJ,8,1w2,4,ESI,1,,0,125,1,,0,,0,RCOAN,1,,0,I,0.88,S,1.0,T,0.88,J,1.0
64234,Jan Kraus,1,Pop Culture,85,Hosts & Presenters,ENTJ,9,8w7,2,,0,,0,,0,,0,,0,,0,,0,E,1.0,N,0.89,T,1.0,J,1.0
70537,Diletta Leotta,1,Pop Culture,85,Hosts & Presenters,ESFJ,13,,0,,0,,0,,0,Sanguine-Phlegmatic,1,,0,,0,,0,E,1.0,S,1.0,F,0.62,J,0.54
119890,Catia Fonseca,1,Pop Culture,85,Hosts & Presenters,ISFP,11,2w1,8,SEI,3,so/sx,3,279,4,Sanguine-Phlegmatic,5,,0,SCUAI,3,ES(F),1,I,0.55,S,1.0,F,0.91,P,0.91
163830,Karol Lucero,1,Pop Culture,85,Hosts & Presenters,ESFP,13,3w4,6,,0,sp/sx,2,378,1,Sanguine-Choleric,1,,0,,0,,0,E,1.0,S,0.92,F,0.92,P,0.62
174348,Fabrizio Frizzi,1,Pop Culture,85,Hosts & Presenters,ESFJ,8,3w2,3,,0,,0,,0,,0,,0,,0,,0,E,1.0,S,1.0,F,1.0,J,1.0
176233,Justin Willman,1,Pop Culture,85,Hosts & Presenters,ENTP,8,7w6,2,,0,so/sx,2,739,2,Sanguine [Dominant],1,,0,,0,,0,E,0.88,N,0.75,T,0.88,P,1.0
230271,Pati Chapoy,1,Pop Culture,85,Hosts & Presenters,ENTJ,10,3w2,5,,0,sp/so,1,316,1,Choleric-Sanguine,1,,0,,0,,0,E,1.0,N,0.9,T,0.8,J,1.0
231583,Antoine de Maximy,1,Pop Culture,85,Hosts & Presenters,ENFP,12,7w6,5,,0,,0,,0,,0,,0,,0,,0,E,0.92,N,0.92,F,0.75,P,1.0
233105,Maria Teresa Ruta,1,Pop Culture,85,Hosts & Presenters,ENFP,10,7w6,3,,0,so/sp,2,,0,Sanguine [Dominant],1,,0,,0,,0,E,1.0,N,1.0,F,1.0,P,1.0
246460,Kai Pflaume,1,Pop Culture,85,Hosts & Presenters,ESFJ,9,,0,,0,,0,,0,,0,,0,,0,,0,E,0.89,S,0.67,F,1.0,J,1.0
267300,Samantha de Grenet,1,Pop Culture,85,Hosts & Presenters,ISTJ,9,1w2,3,,0,sp/so,1,,0,,0,,0,,0,,0,I,0.44,S,1.0,T,0.78,J,0.78
268582,Patrizia Rossetti,1,Pop Culture,85,Hosts & Presenters,ESTJ,9,,0,,0,,0,,0,,0,,0,,0,,0,E,1.0,S,1.0,T,1.0,J,1.0
299499,Massimo Giletti,1,Pop Culture,85,Hosts & Presenters,ESTJ,10,1w2,3,LSE,1,sp/so,1,136,3,Choleric-Phlegmatic,4,,0,SLOEN,1,,0,E,1.0,S,1.0,T,0.9,J,0.9
302651,Anna Pettinelli,1,Pop Culture,85,Hosts & Presenters,ENTJ,11,,0,,0,,0,,0,Choleric-Sanguine,1,,0,,0,,0,E,1.0,N,0.45,T,1.0,J,0.64
326295,Pif (Pierfrancesco Diliberto),1,Pop Culture,85,Hosts & Presenters,ENFP,10,9w1,4,EII,1,so/sx,1,417,1,Phlegmatic-Sanguine,1,,0,,0,IF(N),1,E,0.6,N,1.0,F,1.0,P,1.0
344679,Ren (Bungou Pod!),1,Pop Culture,85,Hosts & Presenters,ENTP,10,4w3,8,IEI,2,so/sp,3,478,4,Sanguine-Melancholic,3,EFVL,2,RLUAN,2,IS(F),1,E,0.6,N,0.6,T,0.6,P,1.0
398248,Manila Nazzaro,1,Pop Culture,85,Hosts & Presenters,ESFJ,10,2w3,4,,0,sx/so,1,216,3,,0,ELFV,1,SCOAI,1,,0,E,1.0,S,0.7,F,1.0,J,1.0
403302,Alejandro Fantino,1,Pop Culture,85,Hosts & Presenters,ESTP,16,3w4,6,,0,so/sp,1,387,1,Choleric [Dominant],2,,0,,0,,0,E,0.94,S,0.44,T,0.62,P,0.81
411552,Chris Flores,1,Pop Culture,85,Hosts & Presenters,ENFJ,11,2w1,5,LIE,2,so/sx,2,926,2,Phlegmatic-Sanguine,2,,0,SCOAI,2,EF(N),1,E,0.82,N,0.64,F,0.73,J,0.82
418363,Marco Aurelio Denegri,1,Pop Culture,85,Hosts & Presenters,INTP,13,5w4,6,ILI,4,sp/so,4,,0,Melancholic [Dominant],4,LVEF,1,RCUEI,2,IT(N),2,I,0.85,N,0.92,T,1.0,P,0.92
423004,Laurent Ruquier,1,Pop Culture,85,Hosts & Presenters,ESFJ,12,6w7,3,,0,so/sp,1,693,1,Sanguine-Phlegmatic,1,,0,,0,,0,E,1.0,S,0.58,F,0.83,J,0.58
425318,Ksenia Dukalis,1,Pop Culture,85,Hosts & Presenters,ENFJ,15,3w2,1,EIE,1,,0,,0,Sanguine [Dominant],1,VELF,1,,0,,0,E,0.73,N,1.0,F,0.73,J,0.87
426054,Stéphane Bern,1,Pop Culture,85,Hosts & Presenters,ESFJ,10,9w1,5,,0,,0,,0,,0,,0,,0,,0,E,0.9,S,0.5,F,1.0,J,0.7
33622,Elisabeth Hasselbeck,1,Pop Culture,85,Hosts & Presenters,ESFJ,8,1w2,5,ESE,1,,0,,0,,0,,0,,0,,0,E,1.0,S,1.0,F,0.75,J,1.0
65321,Sunny Hostin,1,Pop Culture,85,Hosts & Presenters,ENFJ,9,3w2,5,EIE,1,so/sp,1,,0,Sanguine [Dominant],1,,0,SLOEN,1,,0,E,0.89,N,0.78,F,0.89,J,1.0
72195,Paul de Leeuw,1,Pop Culture,85,Hosts & Presenters,ESFP,9,3w2,3,SEE,1,so/sx,2,287,2,Melancholic [Dominant],2,,0,SLUEN,1,,0,E,1.0,S,1.0,F,0.89,P,1.0
74626,Dani Mateo,1,Pop Culture,85,Hosts & Presenters,ENTP,8,6w7,3,,0,,0,,0,,0,,0,,0,,0,E,1.0,N,1.0,T,0.75,P,0.75
106789,Filip Chajzer,1,Pop Culture,85,Hosts & Presenters,ESFJ,13,3w4,4,,0,,0,,0,Phlegmatic-Sanguine,1,,0,SLOAN,2,,0,E,0.85,S,0.85,F,0.85,J,0.62
138911,Krzysztof Ibisz,1,Pop Culture,85,Hosts & Presenters,ESFJ,10,3w2,4,,0,,0,,0,,0,,0,,0,,0,E,0.9,S,0.6,F,0.9,J,1.0
151121,Jon Almaas,1,Pop Culture,85,Hosts & Presenters,ISTJ,10,1w2,3,,0,sp/so,1,,0,,0,,0,,0,,0,I,0.6,S,1.0,T,1.0,J,0.9
163983,Alejandra “Jani” Dueñas,1,Pop Culture,85,Hosts & Presenters,ENTP,9,7w8,4,,0,so/sp,1,,0,Phlegmatic-Choleric,1,,0,,0,,0,E,1.0,N,0.67,T,0.67,P,0.67
164279,José Miguel Viñuela,1,Pop Culture,85,Hosts & Presenters,ESTP,8,7w8,3,,0,so/sx,1,738,1,Sanguine-Choleric,2,,0,SCUEN,1,,0,E,1.0,S,0.88,T,0.75,P,0.75
172952,Filippa Lagerbäck,1,Pop Culture,85,Hosts & Presenters,INFJ,9,9w1,1,,0,,0,927,1,Phlegmatic [Dominant],1,,0,,0,,0,I,0.78,N,0.78,F,1.0,J,1.0
172953,Daniele Bossari,1,Pop Culture,85,Hosts & Presenters,ENFP,9,5w4,3,,0,,0,,0,,0,,0,,0,,0,E,1.0,N,1.0,F,1.0,P,1.0
194420,Fábry Sándor,1,Pop Culture,85,Hosts & Presenters,ENTP,8,3w4,3,SLE,1,so/sp,2,387,2,Sanguine [Dominant],2,,0,SCUEI,1,,0,E,1.0,N,0.75,T,0.75,P,1.0
214674,Adal Ramones,1,Pop Culture,85,Hosts & Presenters,ESFJ,9,6w7,2,,0,,0,,0,,0,,0,,0,,0,E,1.0,S,0.56,F,0.56,J,0.56
221249,Iyanla Vanzant,1,Pop Culture,85,Hosts & Presenters,ENFJ,10,1w2,4,ESE,1,so/sp,3,286,1,,0,,0,,0,EF(S),1,E,1.0,N,0.7,F,1.0,J,1.0
228812,Adam Eget,1,Pop Culture,85,Hosts & Presenters,ENFJ,8,9w8,4,,0,so/sp,1,936,1,Sanguine-Phlegmatic,1,,0,SCUAN,1,,0,E,0.88,N,0.75,F,1.0,J,0.75
259119,Samuel Etienne,1,Pop Culture,85,Hosts & Presenters,ISFP,9,9w1,1,,0,,0,,0,Sanguine-Phlegmatic,1,,0,,0,,0,I,0.56,S,0.67,F,1.0,P,0.78
268905,Sofia Franklyn,1,Pop Culture,85,Hosts & Presenters,ISTP,9,6w7,4,,0,sx/sp,1,693,2,,0,,0,,0,,0,I,0.89,S,1.0,T,0.67,P,0.67
269323,Supercar Blondie,1,Pop Culture,85,Hosts & Presenters,ESTP,5,7w8,3,,0,,0,379,1,,0,,0,,0,,0,E,1.0,S,1.0,T,0.6,P,0.8
273879,Cecilia Bolocco,1,Pop Culture,85,Hosts & Presenters,ISFJ,15,3w2,3,ESE,1,sx/so,1,369,1,Sanguine-Phlegmatic,1,FEVL,1,RCOAN,1,EF(S),1,I,0.8,S,0.8,F,0.53,J,0.93
304932,Mario Pergolini,1,Pop Culture,85,Hosts & Presenters,ENTP,8,5w4,2,,0,so/sp,1,,0,Phlegmatic-Sanguine,2,,0,,0,,0,E,0.88,N,1.0,T,1.0,P,0.62
339011,Lynn Toler,1,Pop Culture,85,Hosts & Presenters,ENTJ,10,3w2,2,LIE,1,so/sp,2,317,1,Phlegmatic-Choleric,1,,0,,0,ET(N),1,E,1.0,N,0.8,T,0.9,J,1.0
350428,Roberto Leal,1,Pop Culture,85,Hosts & Presenters,ESFJ,8,6w7,5,,0,so/sx,1,,0,Sanguine [Dominant],2,,0,SCOAN,2,ES(F),1,E,1.0,S,0.75,F,1.0,J,0.88
351132,Sergei Druzhko,1,Pop Culture,85,Hosts & Presenters,ENTP,8,5w4,4,SLI,2,,0,693,1,Phlegmatic [Dominant],1,,0,,0,,0,E,0.5,N,0.5,T,1.0,P,0.62
359260,Barbara Palombelli,1,Pop Culture,85,Hosts & Presenters,ISTJ,7,,0,,0,,0,,0,,0,,0,,0,,0,I,1.0,S,1.0,T,1.0,J,1.0
393004,Csaba dalla Zorza,1,Pop Culture,85,Hosts & Presenters,ISTJ,11,1w9,3,,0,,0,135,2,,0,,0,,0,,0,I,0.91,S,0.91,T,1.0,J,1.0
425286,Vasily Shakulin,1,Pop Culture,85,Hosts & Presenters,ENFP,10,6w7,2,,0,so/sp,2,692,2,Sanguine [Dominant],2,FEVL,1,,0,,0,E,0.8,N,0.6,F,1.0,P,0.9
440972,Flavia Vento,1,Pop Culture,85,Hosts & Presenters,ISFP,8,4w3,2,,0,so/sx,1,,0,Melancholic [Dominant],1,EFLV,1,RLUEN,1,,0,I,1.0,S,0.75,F,0.75,P,1.0
526190,Benny Sa（撒贝宁）,1,Pop Culture,85,Hosts & Presenters,ENTP,26,5w4,8,ILE,2,so/sx,4,549,3,Sanguine [Dominant],1,,0,SCUAI,1,EN(T),1,E,0.5,N,1.0,T,0.5,P,1.0
19840,Dermot O'Leary,1,Pop Culture,85,Hosts & Presenters,ESFP,8,6w7,5,IEE,1,,0,639,1,,0,,0,,0,,0,E,1.0,S,0.88,F,0.88,P,0.88
21996,Don Imus,1,Pop Culture,85,Hosts & Presenters,ESTP,7,8w7,6,,0,sx/so,1,863,1,Choleric-Melancholic,1,,0,SLUEN,1,,0,E,1.0,S,1.0,T,1.0,P,0.86
25256,Sam Roberts,1,Pop Culture,85,Hosts & Presenters,INFJ,6,9w1,2,,0,,0,,0,,0,,0,,0,,0,I,1.0,N,1.0,F,1.0,J,1.0
26432,Pete Nelson,1,Pop Culture,85,Hosts & Presenters,ENFP,7,,0,,0,,0,,0,Sanguine [Dominant],1,,0,,0,,0,E,1.0,N,0.71,F,1.0,P,0.86
33656,Vanna White,1,Pop Culture,85,Hosts & Presenters,ISFJ,7,2w3,2,SEI,1,so/sp,1,251,1,Sanguine [Dominant],1,FELV,1,RCOAI,1,,0,I,1.0,S,1.0,F,1.0,J,1.0
33848,Jenna Bush Hager,1,Pop Culture,85,Hosts & Presenters,ESFP,8,9w8,5,,0,,0,,0,,0,,0,,0,,0,E,0.75,S,1.0,F,0.75,P,1.0
38618,Mark Levin,1,Pop Culture,85,Hosts & Presenters,ISTJ,8,8w9,3,LSI,3,sx/so,2,683,2,,0,,0,,0,,0,I,0.75,S,1.0,T,1.0,J,1.0
45317,Morton Downey Jr.,1,Pop Culture,85,Hosts & Presenters,ESTJ,8,8w7,5,LSE,2,sx/so,3,873,2,Choleric [Dominant],3,VELF,1,SLOEI,1,,0,E,1.0,S,0.88,T,0.88,J,0.62
47810,Ana Hickmann,1,Pop Culture,85,Hosts & Presenters,ESFJ,9,3w4,6,,0,so/sx,1,371,1,Sanguine [Dominant],1,,0,,0,,0,E,1.0,S,0.78,F,1.0,J,1.0
54433,Forrest Galante,1,Pop Culture,85,Hosts & Presenters,ESFP,9,6w5,4,,0,so/sx,1,,0,Sanguine-Choleric,1,,0,,0,,0,E,0.89,S,0.89,F,0.56,P,0.89
64616,Jordi Évole,1,Pop Culture,85,Hosts & Presenters,INFJ,9,1w2,1,,0,,0,,0,,0,,0,,0,,0,I,0.67,N,1.0,F,0.56,J,0.44
67446,Barbara Schöneberger,1,Pop Culture,85,Hosts & Presenters,ESFJ,9,1w9,5,,0,,0,728,2,,0,,0,,0,,0,E,1.0,S,0.89,F,0.89,J,0.89
70817,João Baião,1,Pop Culture,85,Hosts & Presenters,ENFP,7,7w6,4,,0,,0,,0,,0,,0,,0,,0,E,1.0,N,0.86,F,1.0,P,1.0
94270,Kathie Lee Gifford,1,Pop Culture,85,Hosts & Presenters,ESFP,7,3w2,3,,0,,0,,0,,0,,0,,0,,0,E,0.86,S,0.86,F,1.0,P,0.71
103285,Manuel Moura dos Santos,1,Pop Culture,85,Hosts & Presenters,ESTJ,7,8w9,3,,0,,0,,0,,0,,0,,0,,0,E,0.71,S,1.0,T,1.0,J,0.71
106847,George Stroumboulopoulos,1,Pop Culture,85,Hosts & Presenters,ENFJ,7,7w6,3,LIE,1,,0,749,1,Sanguine-Melancholic,1,,0,,0,EF(S),1,E,1.0,N,1.0,F,0.86,J,1.0
108255,Padma Lakshmi,1,Pop Culture,85,Hosts & Presenters,ENFJ,11,2w1,5,SEE,1,so/sp,1,297,1,Sanguine-Phlegmatic,1,EFVL,1,SCOAN,1,,0,E,0.91,N,0.55,F,0.91,J,1.0
136376,Kamil Durczok,1,Pop Culture,85,Hosts & Presenters,ESTP,6,8w7,3,,0,,0,,0,Choleric-Phlegmatic,1,,0,SLOEN,1,,0,E,0.83,S,1.0,T,1.0,P,0.83
143650,Bill Cooper,1,Pop Culture,85,Hosts & Presenters,INTJ,8,6w5,6,ILI,1,so/sx,1,,0,Phlegmatic-Choleric,2,,0,,0,,0,I,1.0,N,0.88,T,1.0,J,1.0
159136,Fredrik Skavlan,1,Pop Culture,85,Hosts & Presenters,ESFJ,8,3w2,4,LSE,1,so/sp,2,397,3,Sanguine-Phlegmatic,1,FEVL,1,SCUAI,1,,0,E,1.0,S,1.0,F,0.88,J,1.0
182596,Carson Daly,1,Pop Culture,85,Hosts & Presenters,ESFJ,8,3w4,2,,0,sx/sp,1,,0,Phlegmatic [Dominant],1,,0,,0,,0,E,0.5,S,0.88,F,0.88,J,1.0
187665,Boris Izaguirre,1,Pop Culture,85,Hosts & Presenters,ESFP,5,7w6,3,,0,,0,,0,,0,,0,,0,,0,E,1.0,S,0.8,F,1.0,P,1.0
213935,Jesús Calleja,1,Pop Culture,85,Hosts & Presenters,ENFJ,7,7w8,4,IEE,2,,0,792,1,Sanguine-Phlegmatic,1,,0,SCUAI,1,,0,E,1.0,N,1.0,F,1.0,J,1.0
217504,Simon Kaggwa Njala,1,Pop Culture,85,Hosts & Presenters,ESTJ,10,1w2,2,,0,so/sp,1,163,1,,0,,0,,0,ET(S),1,E,0.8,S,0.8,T,0.7,J,0.8
227906,Xie Na,1,Pop Culture,85,Hosts & Presenters,ESFP,10,2w3,7,ESE,2,sp/sx,2,279,1,Sanguine [Dominant],1,,0,SLUAI,1,ES(F),1,E,1.0,S,1.0,F,1.0,P,1.0
251123,Yordi Rosado,1,Pop Culture,85,Hosts & Presenters,ENFJ,9,9w1,1,EIE,1,so/sx,1,972,1,Phlegmatic-Sanguine,1,VELF,1,SCOAI,1,EF(N),1,E,0.78,N,0.89,F,1.0,J,0.67
259597,Antonella Elia,1,Pop Culture,85,Hosts & Presenters,ESFP,11,8w7,4,SEE,1,,0,846,2,Choleric [Dominant],1,,0,,0,,0,E,1.0,S,0.55,F,0.55,P,0.55
259600,Alessandro Cecchi Paone,1,Pop Culture,85,Hosts & Presenters,ESTJ,12,,0,,0,,0,,0,,0,,0,,0,,0,E,1.0,S,0.5,T,0.83,J,1.0
276257,"Ketsepsawat ""NaNake""Palagawong na Ayutthaya  (น้าเน็ก)",1,Pop Culture,85,Hosts & Presenters,ESTP,11,3w2,5,SEE,1,so/sx,1,378,1,Choleric-Sanguine,1,,0,,0,,0,E,1.0,S,0.91,T,0.64,P,0.82
312657,Matias del Rio,1,Pop Culture,85,Hosts & Presenters,INTP,10,6w5,4,,0,sp/sx,1,613,1,,0,,0,,0,,0,I,0.8,N,1.0,T,1.0,P,1.0
312659,Daniel Matamala,1,Pop Culture,85,Hosts & Presenters,INFJ,7,6w5,1,,0,,0,,0,,0,,0,,0,,0,I,1.0,N,0.86,F,0.86,J,1.0
315607,Chef Rubio (Gabriele Rubini),1,Pop Culture,85,Hosts & Presenters,ISTP,8,8w7,4,,0,so/sx,2,583,3,Phlegmatic-Sanguine,2,FVLE,1,SCUEN,1,,0,I,0.5,S,1.0,T,0.88,P,1.0
344681,Jace Lupin (Bungou Pod!),1,Pop Culture,85,Hosts & Presenters,ENTP,7,4w3,9,ILI,2,sp/so,4,478,4,Melancholic-Sanguine,2,LEVF,2,RLOEI,2,,0,E,0.57,N,0.86,T,1.0,P,0.43
380261,Lesia Nikitiuk,1,Pop Culture,85,Hosts & Presenters,ESFP,9,3w4,3,SLE,1,,0,,0,Choleric [Dominant],2,,0,SLUAN,1,,0,E,1.0,S,0.89,F,0.56,P,1.0
384712,Cabral Ibacka,1,Pop Culture,85,Hosts & Presenters,ENFP,8,7w6,5,,0,so/sx,2,728,4,Sanguine-Phlegmatic,3,,0,,0,,0,E,1.0,N,0.75,F,0.88,P,0.88
402997,Elżbieta Jaworowicz,1,Pop Culture,85,Hosts & Presenters,ESTJ,11,3w2,2,EIE,1,so/sp,1,371,1,,0,,0,SLOEN,1,,0,E,1.0,S,1.0,T,0.91,J,0.55
421148,Federico Fashion Style,1,Pop Culture,85,Hosts & Presenters,ESFP,8,,0,,0,,0,,0,Choleric [Dominant],1,,0,,0,,0,E,1.0,S,0.75,F,0.75,P,0.75
563245,Olha Freimut,1,Pop Culture,85,Hosts & Presenters,ESFJ,7,1w2,3,ESE,1,,0,,0,Melancholic-Sanguine,2,,0,,0,,0,E,1.0,S,1.0,F,1.0,J,1.0
15657,Judite Sousa,1,Pop Culture,85,Hosts & Presenters,INFJ,7,1w2,3,,0,,0,,0,Melancholic-Phlegmatic,1,,0,,0,IN(F),1,I,0.86,N,0.71,F,0.86,J,0.86
24965,John Walsh,1,Pop Culture,85,Hosts & Presenters,INFJ,6,9w1,1,,0,,0,,0,,0,,0,,0,,0,I,1.0,N,1.0,F,1.0,J,1.0
55973,Adam Richman,1,Pop Culture,85,Hosts & Presenters,ESFP,12,7w6,8,SEE,2,sx/so,3,749,3,Sanguine [Dominant],2,,0,SCUAI,2,,0,E,1.0,S,0.5,F,0.92,P,1.0
60826,Judge Marilyn Milian,1,Pop Culture,85,Hosts & Presenters,ESTJ,7,6w5,4,,0,,0,863,1,,0,,0,,0,,0,E,1.0,S,0.86,T,0.86,J,1.0
70636,Abby Huntsman,1,Pop Culture,85,Hosts & Presenters,ESFJ,5,3w2,2,,0,,0,,0,,0,,0,,0,,0,E,0.8,S,1.0,F,1.0,J,0.8
74625,Nick Grimshaw,1,Pop Culture,85,Hosts & Presenters,ENFP,7,7w8,6,ESE,2,so/sx,1,379,1,,0,,0,,0,,0,E,1.0,N,0.71,F,1.0,P,1.0
106232,António Raminhos,1,Pop Culture,85,Hosts & Presenters,ESTP,6,7w8,1,,0,,0,,0,,0,,0,,0,,0,E,1.0,S,1.0,T,1.0,P,1.0
107584,Jiminy Glick,1,Pop Culture,85,Hosts & Presenters,ESTP,6,8w7,2,LSE,1,so/sx,1,837,1,Choleric [Dominant],1,,0,,0,,0,E,1.0,S,1.0,T,0.67,P,1.0
112370,Matthijs van Nieuwkerk,1,Pop Culture,85,Hosts & Presenters,ESTJ,11,3w2,4,,0,so/sp,2,385,2,Sanguine-Choleric,2,,0,,0,,0,E,0.64,S,0.64,T,0.45,J,0.64
119169,Mafalda de Castro,1,Pop Culture,85,Hosts & Presenters,ESFP,6,3w4,4,,0,,0,,0,,0,,0,,0,,0,E,1.0,S,0.83,F,0.83,P,1.0
119523,Rebeca Abravanel,1,Pop Culture,85,Hosts & Presenters,ENFP,8,2w3,4,,0,,0,,0,Sanguine-Phlegmatic,1,,0,,0,,0,E,0.75,N,0.62,F,1.0,P,0.62
120423,Zé Luiz,1,Pop Culture,85,Hosts & Presenters,ENTP,6,6w7,3,SLE,1,so/sp,1,,0,Sanguine [Dominant],1,,0,,0,,0,E,1.0,N,0.5,T,1.0,P,1.0
135941,Felipe Andreoli,1,Pop Culture,85,Hosts & Presenters,INTP,6,5w4,4,ILE,2,sx/sp,1,584,3,Phlegmatic-Sanguine,1,,0,SCUEI,1,,0,I,1.0,N,1.0,T,1.0,P,1.0
135957,Geraldo Luís,1,Pop Culture,85,Hosts & Presenters,ESTJ,6,3w4,6,SLE,1,sx/sp,1,386,1,Sanguine-Phlegmatic,1,,0,,0,,0,E,1.0,S,1.0,T,1.0,J,1.0
142596,"Shaun ""The Dark Destroyer"" Wallace",1,Pop Culture,85,Hosts & Presenters,INTJ,10,5w6,4,LSI,2,so/sp,2,513,2,Melancholic [Dominant],3,LFEV,2,RCOEI,4,,0,I,0.8,N,0.7,T,1.0,J,0.8
155971,Giel Beelen,1,Pop Culture,85,Hosts & Presenters,ENFP,6,3w2,4,,0,so/sp,3,379,2,Choleric [Dominant],2,,0,,0,,0,E,1.0,N,0.5,F,0.5,P,1.0
159015,Agnieszka Woźniak-Starak,1,Pop Culture,85,Hosts & Presenters,ENTJ,6,3w4,2,,0,,0,,0,,0,,0,,0,,0,E,1.0,N,0.67,T,1.0,J,0.67
163980,Lucho Jara,1,Pop Culture,85,Hosts & Presenters,ESFP,6,3w4,3,,0,so/sp,1,369,1,Sanguine [Dominant],1,,0,,0,,0,E,1.0,S,0.83,F,1.0,P,0.83
187368,Carlos Sobera,1,Pop Culture,85,Hosts & Presenters,ENFJ,6,3w2,1,,0,,0,316,1,Phlegmatic-Choleric,1,,0,,0,,0,E,0.5,N,0.67,F,0.5,J,0.5
