id,name,cat_id,category,sub_cat_id,subcategory,four_letter,four_letter_total_voted,enneagram,enneagram_total_voted,socionics,socionics_total_voted,instinctual_variant,instinctual_variant_total_voted,tritype,tritype_total_voted,temperaments,temperaments_total_voted,attitudinal_psyche,attitudinal_psyche_total_voted,big_5_SLOAN,big_5_SLOAN_total_voted,classic_jungian,classic_jungian_total_voted,letter_1,letter_1_percentage,letter_2,letter_2_percentage,letter_3,letter_3_percentage,letter_4,letter_4_percentage
196463,Mads Hansen,1,Pop Culture,85,Hosts & Presenters,ESTP,5,8w7,2,,0,,0,,0,,0,,0,,0,,0,E,0.8,S,1.0,T,1.0,P,0.8
196518,Serdar Kılıç,1,Pop Culture,85,Hosts & Presenters,ISTP,6,3w2,3,,0,,0,,0,,0,,0,,0,,0,I,1.0,S,1.0,T,0.83,P,1.0
267801,Arturo Valls,1,Pop Culture,85,Hosts & Presenters,ENTP,6,7w6,7,,0,,0,739,2,Sanguine-Phlegmatic,1,,0,SCOAI,1,,0,E,1.0,N,1.0,T,1.0,P,1.0
268604,Costantino Della Gherardesca,1,Pop Culture,85,Hosts & Presenters,ENTP,7,,0,,0,,0,,0,,0,,0,,0,,0,E,0.86,N,1.0,T,1.0,P,0.86
274156,Diego Bianchi (Zoro),1,Pop Culture,85,Hosts & Presenters,ENTP,9,7w8,2,,0,so/sp,1,,0,Sanguine [Dominant],2,,0,,0,,0,E,0.89,N,1.0,T,0.89,P,0.89
276045,Emma Willis,1,Pop Culture,85,Hosts & Presenters,ISFJ,6,9w8,3,,0,,0,,0,,0,,0,,0,,0,I,0.67,S,0.83,F,1.0,J,0.83
280436,André Marques,1,Pop Culture,85,Hosts & Presenters,ENTJ,5,3w2,2,LIE,2,sx/sp,2,368,2,Sanguine-Melancholic,2,VLFE,2,SCOEI,2,,0,E,0.8,N,0.6,T,1.0,J,1.0
286116,Sarah Marshall,1,Pop Culture,85,Hosts & Presenters,ESFJ,10,4w5,3,,0,so/sp,1,,0,,0,,0,,0,,0,E,0.3,S,0.3,F,0.9,J,0.6
290711,Mark Labbett (The Beast),1,Pop Culture,85,Hosts & Presenters,ENTP,10,5w6,5,,0,so/sx,1,378,1,Sanguine-Choleric,2,LVFE,1,SCOEI,2,EN(T),1,E,0.8,N,0.8,T,1.0,P,0.6
298651,Giovanni Floris,1,Pop Culture,85,Hosts & Presenters,ISTJ,7,9w1,1,,0,,0,973,1,Phlegmatic-Sanguine,1,,0,,0,,0,I,0.71,S,0.86,T,1.0,J,1.0
312658,Mónica Rincón,1,Pop Culture,85,Hosts & Presenters,ENFJ,6,2w1,1,,0,,0,,0,,0,,0,,0,,0,E,1.0,N,0.83,F,0.67,J,1.0
317136,Josh Gates,1,Pop Culture,85,Hosts & Presenters,ENFP,10,7w6,5,,0,so/sx,1,729,1,,0,,0,,0,,0,E,1.0,N,0.8,F,1.0,P,1.0
377947,Szymon Majewski,1,Pop Culture,85,Hosts & Presenters,ENFP,6,7w6,2,,0,so/sx,1,,0,,0,,0,,0,,0,E,1.0,N,1.0,F,0.67,P,1.0
386639,"Form of Therapy ""PD""",1,Pop Culture,85,Hosts & Presenters,ISFP,7,4w5,5,,0,sp/sx,1,145,3,Melancholic-Choleric,2,,0,RCOEI,1,,0,I,1.0,S,0.86,F,1.0,P,0.86
398247,Jo Squillo,1,Pop Culture,85,Hosts & Presenters,ESTP,6,3w2,1,,0,,0,,0,,0,,0,,0,,0,E,1.0,S,0.83,T,0.83,P,1.0
420684,Tomás Mosciatti,1,Pop Culture,85,Hosts & Presenters,INTJ,9,6w5,5,,0,so/sp,2,613,3,Phlegmatic [Dominant],3,,0,,0,,0,I,1.0,N,0.78,T,1.0,J,1.0
448296,Ida Galich,1,Pop Culture,85,Hosts & Presenters,ENFJ,9,,0,SEI,1,,0,,0,,0,,0,,0,,0,E,0.67,N,0.67,F,1.0,J,0.67
458038,Zuhal Topal,1,Pop Culture,85,Hosts & Presenters,ESFJ,13,1w2,3,LSE,2,sx/so,1,469,1,,0,,0,,0,,0,E,0.92,S,1.0,F,0.54,J,0.77
462935,Serena Bortone,1,Pop Culture,85,Hosts & Presenters,ESFP,9,,0,,0,,0,,0,,0,,0,,0,,0,E,1.0,S,0.78,F,0.78,P,0.44
465367,Seyfettin Bulut,1,Pop Culture,85,Hosts & Presenters,INFJ,6,4w5,5,,0,so/sp,2,514,2,,0,VELF,1,SCOAI,1,,0,I,1.0,N,1.0,F,1.0,J,1.0
471853,Victoria Cabello,1,Pop Culture,85,Hosts & Presenters,ENTP,7,7w8,1,,0,,0,,0,,0,,0,,0,,0,E,1.0,N,0.71,T,0.71,P,0.71
497543,Ema Stokholma,1,Pop Culture,85,Hosts & Presenters,ISFP,6,,0,,0,,0,,0,,0,,0,,0,,0,I,1.0,S,0.5,F,0.67,P,0.67
529953,Sakshma Srivastav,1,Pop Culture,85,Hosts & Presenters,ESFJ,8,7w6,2,,0,,0,,0,,0,,0,,0,,0,E,0.88,S,0.62,F,0.75,J,0.75
532145,Joelle Mardinian,1,Pop Culture,85,Hosts & Presenters,ENFJ,8,3w4,1,,0,,0,,0,,0,,0,,0,,0,E,0.88,N,0.75,F,0.75,J,0.88
2266,Tom Leykis,1,Pop Culture,85,Hosts & Presenters,ENTP,4,,0,,0,,0,,0,,0,,0,,0,,0,E,1.0,N,0.5,T,1.0,P,1.0
22634,Richard Madeley,1,Pop Culture,85,Hosts & Presenters,ESFJ,5,,0,,0,,0,,0,,0,,0,,0,,0,E,1.0,S,0.8,F,1.0,J,0.8
23565,Mel Giedroyc,1,Pop Culture,85,Hosts & Presenters,ENFP,7,6w7,2,,0,so/sx,1,629,1,Sanguine [Dominant],1,,0,,0,,0,E,1.0,N,1.0,F,1.0,P,1.0
36363,Erik Nagel (Erock),1,Pop Culture,85,Hosts & Presenters,ISTJ,4,9w1,1,,0,,0,,0,,0,,0,,0,,0,I,1.0,S,0.75,T,0.75,J,0.75
56094,Maya Jama,1,Pop Culture,85,Hosts & Presenters,ENFJ,14,2w3,5,ESE,2,so/sx,3,739,6,Sanguine [Dominant],2,FEVL,1,SCOAN,1,,0,E,1.0,N,0.5,F,0.86,J,0.64
74624,Roman Kemp,1,Pop Culture,85,Hosts & Presenters,ESFJ,5,7w6,2,,0,,0,,0,,0,,0,,0,,0,E,1.0,S,0.6,F,0.8,J,0.8
79813,João Manzarra,1,Pop Culture,85,Hosts & Presenters,ENFP,5,7w6,2,,0,,0,,0,,0,,0,,0,,0,E,0.6,N,0.6,F,1.0,P,0.6
88795,Clara de Sousa,1,Pop Culture,85,Hosts & Presenters,ISTJ,5,,0,,0,,0,,0,Phlegmatic [Dominant],1,,0,,0,,0,I,1.0,S,1.0,T,1.0,J,1.0
90242,Mattieu delormeau,1,Pop Culture,85,Hosts & Presenters,ESFP,6,3w4,4,,0,,0,,0,,0,,0,,0,,0,E,1.0,S,0.83,F,0.33,P,0.67
94444,Aunt Chippy,1,Pop Culture,85,Hosts & Presenters,ESTJ,5,8w7,2,,0,sx/so,1,,0,,0,,0,,0,,0,E,1.0,S,1.0,T,1.0,J,1.0
96320,Ruth Langsford,1,Pop Culture,85,Hosts & Presenters,ESFJ,5,,0,,0,,0,,0,,0,,0,,0,,0,E,0.6,S,1.0,F,0.8,J,1.0
98243,Otaviano Costa,1,Pop Culture,85,Hosts & Presenters,ESFP,5,7w6,3,,0,,0,729,1,,0,,0,,0,,0,E,1.0,S,0.8,F,1.0,P,1.0
101378,Scorch PFG TV,1,Pop Culture,85,Hosts & Presenters,ESTP,5,7w6,1,,0,so/sx,1,738,1,Sanguine-Phlegmatic,1,,0,,0,,0,E,1.0,S,1.0,T,1.0,P,1.0
102581,Daniel Oliveira,1,Pop Culture,85,Hosts & Presenters,ISTJ,6,5w6,2,SLI,1,,0,593,1,,0,,0,,0,,0,I,1.0,S,0.83,T,1.0,J,0.83
133256,Júlia Pinheiro,1,Pop Culture,85,Hosts & Presenters,ENFJ,6,3w2,1,,0,,0,,0,,0,,0,,0,,0,E,1.0,N,0.83,F,0.67,J,1.0
136374,Tomasz Kammel,1,Pop Culture,85,Hosts & Presenters,ENFJ,7,,0,,0,,0,,0,,0,,0,,0,,0,E,1.0,N,0.57,F,0.86,J,0.86
142719,Doctora Cordero,1,Pop Culture,85,Hosts & Presenters,ESTJ,6,1w2,3,,0,sp/sx,1,,0,Choleric-Sanguine,1,,0,,0,,0,E,1.0,S,1.0,T,1.0,J,1.0
142721,Martín Liberman,1,Pop Culture,85,Hosts & Presenters,ESTJ,6,1w9,1,,0,,0,136,1,Choleric [Dominant],1,,0,,0,,0,E,0.67,S,1.0,T,0.83,J,0.83
143422,Phillip Butters,1,Pop Culture,85,Hosts & Presenters,ESTJ,3,8w7,1,,0,so/sx,2,,0,Choleric [Dominant],2,,0,,0,,0,E,1.0,S,1.0,T,1.0,J,1.0
179050,Humberto Tan,1,Pop Culture,85,Hosts & Presenters,ENFJ,8,2w3,4,,0,so/sx,1,,0,Sanguine [Dominant],1,,0,,0,,0,E,1.0,N,1.0,F,0.88,J,1.0
181206,Alexander Armstrong,1,Pop Culture,85,Hosts & Presenters,ENTP,6,3w2,1,,0,,0,,0,,0,,0,,0,,0,E,1.0,N,0.67,T,0.67,P,0.67
196506,Brian W. Foster,1,Pop Culture,85,Hosts & Presenters,ENFJ,6,,0,,0,,0,,0,Choleric-Sanguine,1,,0,,0,,0,E,1.0,N,1.0,F,0.5,J,0.5
217187,Renata Fan,1,Pop Culture,85,Hosts & Presenters,ENFP,6,6w7,2,ESI,2,sx/so,1,694,1,Sanguine-Melancholic,2,,0,SLOAN,1,,0,E,1.0,N,0.83,F,1.0,P,0.67
238158,Ana Furtado,1,Pop Culture,85,Hosts & Presenters,ESFJ,6,6w7,4,LIE,1,sx/sp,1,639,1,Sanguine-Phlegmatic,1,,0,SCOEI,1,,0,E,0.67,S,1.0,F,1.0,J,1.0
259599,Alessia Marcuzzi,1,Pop Culture,85,Hosts & Presenters,ESFJ,6,3w2,1,,0,sx/so,1,,0,Sanguine [Dominant],1,,0,SLUAN,1,,0,E,1.0,S,1.0,F,1.0,J,1.0
259602,Elisabetta Gregoraci,1,Pop Culture,85,Hosts & Presenters,ESFJ,6,3w2,2,,0,,0,,0,,0,,0,,0,,0,E,0.83,S,1.0,F,0.83,J,1.0
259796,Simona Ventura,1,Pop Culture,85,Hosts & Presenters,ESTJ,7,3w2,1,,0,,0,,0,,0,,0,,0,,0,E,1.0,S,1.0,T,0.71,J,1.0
264980,Martin Lewis,1,Pop Culture,85,Hosts & Presenters,ENFJ,6,1w2,1,,0,,0,,0,,0,,0,,0,,0,E,1.0,N,1.0,F,0.5,J,1.0
268585,Rita dalla Chiesa,1,Pop Culture,85,Hosts & Presenters,ISFJ,5,,0,,0,,0,,0,,0,,0,,0,,0,I,1.0,S,1.0,F,1.0,J,1.0
268904,Laci Mosley,1,Pop Culture,85,Hosts & Presenters,ENTJ,6,2w3,2,,0,,0,,0,,0,,0,,0,,0,E,0.67,N,0.33,T,0.67,J,0.67
273323,Neil Oliver,1,Pop Culture,85,Hosts & Presenters,INFJ,5,4w5,3,IEI,1,sp/so,2,451,1,Melancholic-Phlegmatic,1,ELFV,1,RCOAI,1,,0,I,0.8,N,1.0,F,1.0,J,0.8
277994,Lior Schleien,1,Pop Culture,85,Hosts & Presenters,ENTP,5,7w6,1,,0,,0,,0,,0,,0,,0,,0,E,0.8,N,1.0,T,1.0,P,0.6
290714,Paul Sinha (The Smiling Assassin),1,Pop Culture,85,Hosts & Presenters,INFJ,8,3w2,3,EIE,1,so/sp,2,369,3,Phlegmatic [Dominant],4,LEFV,2,RCOAI,3,,0,I,0.88,N,0.75,F,0.62,J,0.88
294436,Penélope Menchaca,1,Pop Culture,85,Hosts & Presenters,ENTP,6,8w7,3,ESE,2,so/sx,4,872,3,Sanguine [Dominant],3,FEVL,1,,0,,0,E,1.0,N,0.67,T,1.0,P,1.0
304603,Adela Vinczeová,1,Pop Culture,85,Hosts & Presenters,ENTP,5,7w6,1,,0,,0,,0,Sanguine [Dominant],1,,0,,0,,0,E,1.0,N,1.0,T,1.0,P,1.0
316795,Marcelo Carlos,1,Pop Culture,85,Hosts & Presenters,ISTJ,6,6w7,3,,0,sp/sx,1,,0,Phlegmatic [Dominant],1,,0,,0,,0,I,1.0,S,1.0,T,1.0,J,0.67
325118,Peter Lustig,1,Pop Culture,85,Hosts & Presenters,ENTP,6,7w6,2,,0,sx/sp,1,794,1,,0,,0,,0,,0,E,1.0,N,1.0,T,0.83,P,1.0
327386,Officer Byrd (Judge Judy),1,Pop Culture,85,Hosts & Presenters,ISTP,5,9w8,5,SLI,1,sp/so,1,963,1,Phlegmatic [Dominant],2,,0,RCOEN,1,,0,I,1.0,S,1.0,T,1.0,P,1.0
328382,Jordi Cruz Pérez,1,Pop Culture,85,Hosts & Presenters,ENFP,6,7w6,3,IEE,1,so/sx,3,749,1,Sanguine-Melancholic,2,EFLV,1,SLOAI,1,EN(F),1,E,1.0,N,0.83,F,1.0,P,1.0
342091,Maxim Golopolosov,1,Pop Culture,85,Hosts & Presenters,ENFP,13,7w6,4,IEE,2,,0,792,2,Sanguine [Dominant],5,,0,,0,EN(F),2,E,1.0,N,0.92,F,0.62,P,1.0
353295,Daniel Riolo,1,Pop Culture,85,Hosts & Presenters,ENTJ,7,3w4,2,,0,,0,,0,,0,,0,,0,,0,E,0.86,N,1.0,T,0.86,J,0.57
354900,Raya AbiRached,1,Pop Culture,85,Hosts & Presenters,ESFJ,6,2w3,1,,0,,0,,0,,0,,0,,0,,0,E,1.0,S,0.83,F,1.0,J,0.67
398157,Earl Nightingale,1,Pop Culture,85,Hosts & Presenters,INFJ,4,9w1,2,ILI,1,so/sp,2,962,1,Choleric-Melancholic,1,,0,RCUAN,1,,0,I,1.0,N,0.75,F,1.0,J,1.0
404410,Elenoire Casalegno,1,Pop Culture,85,Hosts & Presenters,ESTP,4,,0,,0,,0,,0,Sanguine [Dominant],1,,0,,0,,0,E,1.0,S,1.0,T,1.0,P,1.0
408676,Phramahapaivan (พระมหาไพรวัลย์ วรวณฺโณ),1,Pop Culture,85,Hosts & Presenters,ENFP,7,3w2,2,,0,so/sx,2,379,1,Sanguine [Dominant],1,,0,,0,,0,E,1.0,N,1.0,F,0.71,P,1.0
416595,"Omar Pérez ""Faisy""",1,Pop Culture,85,Hosts & Presenters,ESTP,5,7w6,2,,0,,0,,0,,0,,0,,0,,0,E,1.0,S,0.6,T,1.0,P,1.0
425498,Cristina Rocha,1,Pop Culture,85,Hosts & Presenters,ESTJ,5,1w2,2,,0,sx/so,1,,0,Sanguine [Dominant],1,VFLE,1,,0,ET(S),1,E,1.0,S,1.0,T,0.6,J,0.6
451073,Nicola Savino,1,Pop Culture,85,Hosts & Presenters,ENTP,7,2w3,2,,0,sx/so,1,279,1,,0,,0,,0,,0,E,0.86,N,0.86,T,0.57,P,0.57
451599,Julien Courbet,1,Pop Culture,85,Hosts & Presenters,ESFJ,5,6w7,1,,0,,0,621,1,Phlegmatic-Sanguine,1,,0,,0,,0,E,1.0,S,1.0,F,0.8,J,0.8
494020,Xoşqədəm Hidayətqızı,1,Pop Culture,85,Hosts & Presenters,ENFJ,6,3w2,9,SLE,1,so/sp,2,479,1,,0,,0,,0,ES(T),1,E,0.83,N,0.83,F,0.83,J,1.0
505449,Linda de Mol,1,Pop Culture,85,Hosts & Presenters,ESFJ,7,2w3,4,ESE,1,so/sp,3,279,4,Phlegmatic-Sanguine,3,,0,,0,EF(N),1,E,1.0,S,0.57,F,1.0,J,1.0
20680,Brian Kilmeade,1,Pop Culture,85,Hosts & Presenters,ESTJ,5,1w2,3,LSE,2,so/sp,2,,0,,0,,0,,0,,0,E,0.8,S,1.0,T,1.0,J,1.0
21947,Lazlow Jones,1,Pop Culture,85,Hosts & Presenters,ENTP,3,,0,,0,,0,,0,,0,,0,,0,,0,E,1.0,N,1.0,T,1.0,P,1.0
55071,Hugo Gloss,1,Pop Culture,85,Hosts & Presenters,ESFJ,4,2w3,3,,0,,0,,0,,0,,0,,0,,0,E,1.0,S,1.0,F,1.0,J,1.0
56777,Merv Griffin,1,Pop Culture,85,Hosts & Presenters,ESTJ,4,7w8,5,,0,,0,,0,,0,,0,,0,,0,E,1.0,S,1.0,T,1.0,J,1.0
70380,Ariane Alter,1,Pop Culture,85,Hosts & Presenters,ENFP,4,7w6,2,,0,,0,738,1,,0,,0,,0,,0,E,1.0,N,0.75,F,0.75,P,1.0
71367,Roman Šmucler,1,Pop Culture,85,Hosts & Presenters,ENFJ,4,,0,,0,,0,,0,,0,,0,,0,,0,E,0.75,N,1.0,F,0.75,J,0.75
72740,Erin Andrews,1,Pop Culture,85,Hosts & Presenters,ESFP,3,3w2,3,SEE,1,so/sx,1,371,1,,0,,0,,0,,0,E,1.0,S,1.0,F,1.0,P,1.0
89001,Ainsley Earhardt,1,Pop Culture,85,Hosts & Presenters,ESFJ,4,2w3,2,ESE,1,so/sp,1,216,1,Sanguine-Phlegmatic,1,,0,,0,,0,E,1.0,S,0.75,F,1.0,J,1.0
96325,Eamonn Holmes,1,Pop Culture,85,Hosts & Presenters,ESTJ,3,6w7,2,ESE,1,so/sp,1,639,1,Phlegmatic-Sanguine,1,FEVL,1,SCOEN,1,,0,E,1.0,S,1.0,T,0.67,J,1.0
111789,Cazé Peçanha,1,Pop Culture,85,Hosts & Presenters,INFJ,4,4w5,4,ILE,1,so/sx,1,479,1,Phlegmatic-Sanguine,2,,0,,0,,0,I,1.0,N,1.0,F,1.0,J,1.0
112369,Jeroen Pauw,1,Pop Culture,85,Hosts & Presenters,ENTP,6,5w6,5,LII,1,so/sp,2,,0,Phlegmatic [Dominant],1,,0,,0,,0,E,0.33,N,0.83,T,0.83,P,0.67
115720,Luka Salomão (89fm),1,Pop Culture,85,Hosts & Presenters,INFP,4,9w8,4,IEE,1,,0,,0,Melancholic-Sanguine,2,,0,,0,,0,I,1.0,N,1.0,F,1.0,P,1.0
119888,Ciro Bottini,1,Pop Culture,85,Hosts & Presenters,ENFJ,4,7w6,3,EIE,1,,0,,0,Sanguine [Dominant],1,,0,,0,,0,E,1.0,N,1.0,F,1.0,J,1.0
124463,Anton Dolin,1,Pop Culture,85,Hosts & Presenters,ENTP,5,5w6,5,,0,so/sx,1,593,2,Phlegmatic-Melancholic,2,,0,,0,,0,E,0.8,N,1.0,T,0.8,P,0.8
126982,Philip Freriks,1,Pop Culture,85,Hosts & Presenters,ENTP,5,6w7,4,,0,so/sx,2,,0,Sanguine [Dominant],3,,0,,0,,0,E,0.8,N,0.6,T,0.8,P,0.8
127205,Ruben Onsu,1,Pop Culture,85,Hosts & Presenters,ESFJ,4,6w7,1,,0,,0,,0,,0,,0,,0,,0,E,1.0,S,0.75,F,1.0,J,0.75
128443,Tavis Smiley,1,Pop Culture,85,Hosts & Presenters,ENFJ,4,1w2,1,,0,,0,,0,,0,,0,,0,,0,E,1.0,N,1.0,F,1.0,J,1.0
134533,Ezio Greggio,1,Pop Culture,85,Hosts & Presenters,ESFP,6,7w8,2,,0,sp/sx,1,,0,Sanguine [Dominant],2,,0,,0,,0,E,1.0,S,0.83,F,0.83,P,1.0
135948,Cissa Guimarães,1,Pop Culture,85,Hosts & Presenters,ESFJ,4,6w7,3,,0,so/sx,1,279,1,Sanguine [Dominant],1,,0,,0,,0,E,1.0,S,0.75,F,1.0,J,0.5
138820,Márcia Goldschmidt,1,Pop Culture,85,Hosts & Presenters,ENTJ,4,3w4,4,LIE,1,,0,386,1,Sanguine-Phlegmatic,1,,0,,0,,0,E,1.0,N,1.0,T,1.0,J,1.0
142664,Hugo Borst,1,Pop Culture,85,Hosts & Presenters,INTP,4,2w1,1,,0,,0,,0,,0,,0,,0,,0,I,0.5,N,0.75,T,1.0,P,1.0
148688,Kinga Rusin,1,Pop Culture,85,Hosts & Presenters,ENFJ,5,,0,,0,,0,,0,,0,,0,,0,,0,E,1.0,N,0.4,F,0.8,J,1.0
154677,Hazen Audel,1,Pop Culture,85,Hosts & Presenters,ENFP,6,5w6,2,,0,,0,,0,,0,,0,,0,,0,E,1.0,N,0.67,F,0.83,P,0.83
157466,Margriet van der Linden,1,Pop Culture,85,Hosts & Presenters,ENTJ,5,8w7,3,,0,so/sp,3,,0,Choleric-Phlegmatic,3,,0,SCOEI,1,,0,E,1.0,N,1.0,T,1.0,J,0.8
158159,Fearne Cotton,1,Pop Culture,85,Hosts & Presenters,INFJ,4,,0,,0,,0,,0,,0,,0,,0,,0,I,0.75,N,0.75,F,1.0,J,1.0
160346,Dorota Wellman,1,Pop Culture,85,Hosts & Presenters,ESTJ,6,8w7,1,,0,sx/so,1,,0,,0,,0,,0,,0,E,1.0,S,1.0,T,0.67,J,1.0
164281,Karen Doggenweiler,1,Pop Culture,85,Hosts & Presenters,ESFJ,4,,0,,0,,0,,0,Sanguine [Dominant],1,,0,,0,,0,E,1.0,S,0.75,F,1.0,J,1.0
168025,Mustafa Al-Agah,1,Pop Culture,85,Hosts & Presenters,ESFJ,4,3w2,1,,0,,0,,0,,0,,0,,0,,0,E,1.0,S,1.0,F,0.75,J,1.0
168333,Chris Evans,1,Pop Culture,85,Hosts & Presenters,ESTP,4,7w6,2,,0,,0,147,2,,0,,0,,0,,0,E,1.0,S,0.5,T,0.5,P,0.75
174677,Pippo Baudo,1,Pop Culture,85,Hosts & Presenters,ESTJ,4,1w2,1,,0,,0,,0,,0,,0,,0,,0,E,1.0,S,1.0,T,0.75,J,1.0
181005,Catarina Furtado,1,Pop Culture,85,Hosts & Presenters,ESFJ,4,2w3,2,,0,,0,,0,,0,,0,,0,,0,E,1.0,S,1.0,F,0.75,J,1.0
187775,Vanessa Incontrada,1,Pop Culture,85,Hosts & Presenters,ENFJ,4,7w6,1,,0,,0,729,1,Sanguine [Dominant],1,,0,,0,,0,E,1.0,N,1.0,F,1.0,J,1.0
212494,Poliana Abritta,1,Pop Culture,85,Hosts & Presenters,ISTJ,4,9w8,1,,0,,0,,0,Phlegmatic-Melancholic,1,,0,,0,,0,I,1.0,S,0.75,T,1.0,J,1.0
217483,Gary Dell'Abate,1,Pop Culture,85,Hosts & Presenters,ESFJ,5,,0,,0,,0,,0,Phlegmatic-Melancholic,1,,0,,0,,0,E,0.8,S,1.0,F,0.8,J,0.6
231754,Nikolaos Tsitiridis,1,Pop Culture,85,Hosts & Presenters,ENTP,6,7w8,2,,0,,0,,0,,0,,0,,0,,0,E,1.0,N,1.0,T,1.0,P,1.0
232474,Eckart von Hirschhausen,1,Pop Culture,85,Hosts & Presenters,ENTP,4,,0,,0,,0,,0,,0,,0,,0,,0,E,1.0,N,1.0,T,0.75,P,1.0
243946,Laura Whitmore,1,Pop Culture,85,Hosts & Presenters,ESFJ,4,,0,,0,,0,,0,,0,,0,,0,,0,E,0.75,S,0.75,F,0.75,J,1.0
259598,Piero Chiambretti,1,Pop Culture,85,Hosts & Presenters,ENTP,4,,0,,0,,0,,0,,0,,0,,0,,0,E,1.0,N,1.0,T,1.0,P,1.0
264218,Sara Haines,1,Pop Culture,85,Hosts & Presenters,ENFP,4,2w3,3,,0,so/sp,1,268,1,Sanguine [Dominant],1,,0,,0,,0,E,1.0,N,0.75,F,1.0,P,0.5
266514,Gofar Hilman,1,Pop Culture,85,Hosts & Presenters,ESTP,4,7w8,1,,0,,0,,0,Sanguine-Phlegmatic,1,,0,,0,,0,E,1.0,S,1.0,T,0.75,P,1.0
280868,Ronnie Von,1,Pop Culture,85,Hosts & Presenters,INFP,5,2w3,2,EII,2,so/sx,2,694,1,Sanguine-Phlegmatic,1,FELV,1,SLOAI,1,,0,I,0.8,N,0.8,F,1.0,P,0.8
286139,Tonka Tomicic,1,Pop Culture,85,Hosts & Presenters,ESFJ,4,9w1,3,,0,sp/so,1,,0,,0,,0,SCOAN,1,,0,E,1.0,S,1.0,F,1.0,J,1.0
290712,Shaun Wallace (The Dark Destroyer),1,Pop Culture,85,Hosts & Presenters,ISTP,4,5w4,2,,0,,0,,0,Melancholic [Dominant],1,LVEF,1,RCOEI,1,,0,I,1.0,S,0.75,T,1.0,P,0.75
293102,Fernando Rocha (Bem Estar),1,Pop Culture,85,Hosts & Presenters,ENFP,6,7w6,3,,0,,0,729,1,Sanguine [Dominant],1,,0,,0,,0,E,1.0,N,0.67,F,1.0,P,0.67
323791,Cristián Warnken,1,Pop Culture,85,Hosts & Presenters,INFJ,5,9w1,3,,0,sp/sx,2,459,2,Melancholic [Dominant],1,,0,,0,,0,I,1.0,N,1.0,F,1.0,J,1.0
326819,Angélica Huck,1,Pop Culture,85,Hosts & Presenters,ESFJ,6,,0,ESE,1,,0,,0,,0,,0,,0,,0,E,0.83,S,0.83,F,1.0,J,1.0
338177,Laura Schlessinger,1,Pop Culture,85,Hosts & Presenters,ESTJ,8,1w2,1,SLE,1,so/sx,1,,0,Choleric-Sanguine,1,FLVE,1,SLOEN,1,ET(S),3,E,1.0,S,1.0,T,1.0,J,1.0
344686,Keira (Bungou Pod!),1,Pop Culture,85,Hosts & Presenters,INFJ,3,4w3,2,,0,,0,,0,,0,,0,,0,,0,I,1.0,N,1.0,F,0.67,J,1.0
350831,Tony Wilson,1,Pop Culture,85,Hosts & Presenters,ENTP,6,5w4,1,,0,,0,,0,,0,,0,,0,,0,E,1.0,N,1.0,T,0.67,P,1.0
376668,Nikolay Solodnikov,1,Pop Culture,85,Hosts & Presenters,ISTJ,7,6w7,4,,0,so/sp,1,,0,,0,,0,,0,,0,I,1.0,S,0.57,T,0.57,J,0.43
398125,Caterina Balivo,1,Pop Culture,85,Hosts & Presenters,ESFJ,9,,0,,0,,0,,0,Sanguine [Dominant],1,,0,,0,EF(N),1,E,1.0,S,1.0,F,0.89,J,0.78
401318,Fulya Öztürk,1,Pop Culture,85,Hosts & Presenters,ENFJ,6,3w2,3,,0,,0,,0,,0,,0,,0,,0,E,0.83,N,0.33,F,0.67,J,1.0
401758,Jomquan Laowpetch (จอมขวัญ),1,Pop Culture,85,Hosts & Presenters,ENTP,6,7w6,2,IEE,1,so/sx,1,712,1,Sanguine [Dominant],1,,0,SCOEI,1,,0,E,1.0,N,0.83,T,0.83,P,1.0
407088,Myrta Merlino,1,Pop Culture,85,Hosts & Presenters,ESFJ,6,1w2,2,,0,,0,136,1,Phlegmatic-Choleric,1,,0,,0,,0,E,1.0,S,1.0,F,0.5,J,1.0
411406,Daniel Bisogno,1,Pop Culture,85,Hosts & Presenters,ENTP,6,7w6,1,,0,,0,,0,,0,,0,,0,,0,E,1.0,N,0.67,T,0.83,P,1.0
438574,Ben Fogle,1,Pop Culture,85,Hosts & Presenters,ENFJ,5,4w3,2,,0,,0,,0,,0,,0,,0,,0,E,0.8,N,0.8,F,0.8,J,0.6
441389,Luca Giurato,1,Pop Culture,85,Hosts & Presenters,ENTP,4,,0,,0,,0,,0,,0,,0,,0,,0,E,1.0,N,1.0,T,1.0,P,1.0
444396,Patrick Sébastien,1,Pop Culture,85,Hosts & Presenters,ESTP,6,,0,,0,,0,,0,Sanguine [Dominant],1,,0,,0,,0,E,1.0,S,0.67,T,0.5,P,1.0
455725,Cheslie Kryst,1,Pop Culture,85,Hosts & Presenters,ENFJ,4,3w2,2,,0,,0,,0,,0,,0,,0,,0,E,1.0,N,1.0,F,0.75,J,1.0
456021,"Jiří Martínek ""Doktor Vševěd""",1,Pop Culture,85,Hosts & Presenters,ISTJ,4,5w6,1,,0,,0,,0,,0,,0,RCOEI,1,,0,I,1.0,S,1.0,T,1.0,J,1.0
512881,Karine Le Marchand,1,Pop Culture,85,Hosts & Presenters,ESFJ,5,2w3,1,,0,,0,,0,,0,,0,,0,,0,E,1.0,S,1.0,F,1.0,J,0.6
